,,,DATA AS OF: August 2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
School Code ,School Name ,Grade,# of English Language Arts (ELA) Test Takers,ELA -  # Level 1,ELA - # Level 2,ELA - # Level 3,ELA - # Level 4,ELA - # Level 5,ELA # Proficient,ELA - % Level 1,ELA - % Level 2,ELA - % Level 3,ELA - % Level 4,ELA - % Level 5,ELA - % Proficient,# Math Test Takers,Math - # Level 1,Math - # Level 2,Math - # Level 3,Math - # Level 4,Math - # Level 5,Math - # Proficient,Math - % Level 1,Math - % Level 2,Math - % Level 3,Math - % Level 4,Math - % Level 5,Math - % Proficient,MSAA - # of English Language Arts (ELA) Test Takers,MSAA - ELA -  # Level 1,MSAA - ELA - # Level 2,MSAA - ELA - # Level 3,MSAA - ELA - # Level 4,MSAA - ELA # Proficient,MSAA - ELA - % Level 1,MSAA - ELA - % Level 2,MSAA - ELA - % Level 3,MSAA - ELA - % Level 4,MSAA - ELA - % Proficient,MSAA - # of Math Test Takers,MSAA - Math -  # Level 1,MSAA - Math - # Level 2,MSAA - Math - # Level 3,MSAA - Math - # Level 4,MSAA - Math # Proficient,MSAA - Math - % Level 1,MSAA - Math - % Level 2,MSAA - Math - % Level 3,MSAA - Math - % Level 4,MSAA - Math - % Proficient
454,Cardozo Education Campus,ALL,357,155,86,64,44,8,52,43.42%,24.09%,17.93%,12.32%,2.24%,14.57%,327,139,139,44,4,1,5,42.51%,42.51%,13.46%,1.22%,0.31%,1.53%,n < 10,,,,,,,,,,,n < 10,,,,,,,,,,
454,Cardozo Education Campus,HS,226,112,46,33,28,7,35,49.56%,20.35%,14.60%,12.39%,3.10%,15.49%,197,75,91,28,3,0,3,38.07%,46.19%,14.21%,1.52%,0.00%,1.52%,n < 10,,,,,,,,,,,n < 10,,,,,,,,,,
455,Coolidge High School,ALL,338,99,87,75,70,7,77,29.29%,25.74%,22.19%,20.71%,2.07%,22.78%,332,89,149,69,24,1,25,26.81%,44.88%,20.78%,7.23%,0.30%,7.53%,n < 10,,,,,,,,,,,n < 10,,,,,,,,,,
455,Coolidge High School,HS,338,99,87,75,70,7,77,29.29%,25.74%,22.19%,20.71%,2.07%,22.78%,332,89,149,69,24,1,25,26.81%,44.88%,20.78%,7.23%,0.30%,7.53%,n < 10,,,,,,,,,,,n < 10,,,,,,,,,,
456,Garnet-Patterson STAY High School,ALL,14,11,1,0,1,1,2,78.57%,7.14%,0.00%,7.14%,7.14%,14.29%,19,10,8,1,0,0,0,52.63%,42.11%,5.26%,0.00%,0.00%,0.00%,.,,,,,,,,,,,.,,,,,,,,,,
456,Garnet-Patterson STAY High School,HS,14,11,1,0,1,1,2,78.57%,7.14%,0.00%,7.14%,7.14%,14.29%,19,10,8,1,0,0,0,52.63%,42.11%,5.26%,0.00%,0.00%,0.00%,.,,,,,,,,,,,.,,,,,,,,,,
457,Eastern High School,ALL,253,82,50,61,55,5,60,32.41%,19.76%,24.11%,21.74%,1.98%,23.72%,196,76,82,33,5,0,5,38.78%,41.84%,16.84%,2.55%,0.00%,2.55%,n < 10,,,,,,,,,,,n < 10,,,,,,,,,,
457,Eastern High School,HS,253,82,50,61,55,5,60,32.41%,19.76%,24.11%,21.74%,1.98%,23.72%,196,76,82,33,5,0,5,38.78%,41.84%,16.84%,2.55%,0.00%,2.55%,n < 10,,,,,,,,,,,n < 10,,,,,,,,,,
458,McKinley Technology High School,ALL,375,11,22,62,209,71,280,2.93%,5.87%,16.53%,55.73%,18.93%,74.67%,300,33,82,105,77,3,80,11.00%,27.33%,35.00%,25.67%,1.00%,26.67%,.,,,,,,,,,,,.,,,,,,,,,,
458,McKinley Technology High School,HS,375,11,22,62,209,71,280,2.93%,5.87%,16.53%,55.73%,18.93%,74.67%,300,33,82,105,77,3,80,11.00%,27.33%,35.00%,25.67%,1.00%,26.67%,.,,,,,,,,,,,.,,,,,,,,,,
459,Roosevelt High School,ALL,284,102,63,58,52,9,61,35.92%,22.18%,20.42%,18.31%,3.17%,21.48%,269,93,133,38,5,0,5,34.57%,49.44%,14.13%,1.86%,0.00%,1.86%,n < 10,,,,,,,,,,,n < 10,,,,,,,,,,
459,Roosevelt High School,HS,284,102,63,58,52,9,61,35.92%,22.18%,20.42%,18.31%,3.17%,21.48%,269,93,133,38,5,0,5,34.57%,49.44%,14.13%,1.86%,0.00%,1.86%,n < 10,,,,,,,,,,,n < 10,,,,,,,,,,
462,Ballou STAY High School,ALL,11,7,4,0,0,0,0,63.64%,36.36%,0.00%,0.00%,0.00%,0.00%,18,7,8,3,0,0,0,38.89%,44.44%,16.67%,0.00%,0.00%,0.00%,.,,,,,,,,,,,.,,,,,,,,,,
462,Ballou STAY High School,HS,11,7,4,0,0,0,0,63.64%,36.36%,0.00%,0.00%,0.00%,0.00%,18,7,8,3,0,0,0,38.89%,44.44%,16.67%,0.00%,0.00%,0.00%,.,,,,,,,,,,,.,,,,,,,,,,
463,Jackson-Reed High School,ALL,761,87,46,96,294,238,532,11.43%,6.04%,12.61%,38.63%,31.27%,69.91%,551,81,124,147,180,19,199,14.70%,22.50%,26.68%,32.67%,3.45%,36.12%,n < 10,,,,,,,,,,,n < 10,,,,,,,,,,
463,Jackson-Reed High School,HS,761,87,46,96,294,238,532,11.43%,6.04%,12.61%,38.63%,31.27%,69.91%,551,81,124,147,180,19,199,14.70%,22.50%,26.68%,32.67%,3.45%,36.12%,n < 10,,,,,,,,,,,n < 10,,,,,,,,,,
464,H.D. Woodson High School,ALL,224,54,56,62,47,5,52,24.11%,25.00%,27.68%,20.98%,2.23%,23.21%,205,81,88,31,5,0,5,39.51%,42.93%,15.12%,2.44%,0.00%,2.44%,n < 10,,,,,,,,,,,n < 10,,,,,,,,,,
464,H.D. Woodson High School,HS,224,54,56,62,47,5,52,24.11%,25.00%,27.68%,20.98%,2.23%,23.21%,205,81,88,31,5,0,5,39.51%,42.93%,15.12%,2.44%,0.00%,2.44%,n < 10,,,,,,,,,,,n < 10,,,,,,,,,,
466,School Without Walls High School,ALL,299,0,0,2,69,228,297,0.00%,0.00%,0.67%,23.08%,76.25%,99.33%,158,4,2,33,102,17,119,2.53%,1.27%,20.89%,64.56%,10.76%,75.32%,.,,,,,,,,,,,.,,,,,,,,,,
466,School Without Walls High School,HS,299,0,0,2,69,228,297,0.00%,0.00%,0.67%,23.08%,76.25%,99.33%,158,4,2,33,102,17,119,2.53%,1.27%,20.89%,64.56%,10.76%,75.32%,.,,,,,,,,,,,.,,,,,,,,,,
467,Dunbar High School,ALL,355,146,88,80,36,5,41,41.13%,24.79%,22.54%,10.14%,1.41%,11.55%,340,150,136,46,8,0,8,44.12%,40.00%,13.53%,2.35%,0.00%,2.35%,n < 10,,,,,,,,,,,n < 10,,,,,,,,,,
467,Dunbar High School,HS,355,146,88,80,36,5,41,41.13%,24.79%,22.54%,10.14%,1.41%,11.55%,340,150,136,46,8,0,8,44.12%,40.00%,13.53%,2.35%,0.00%,2.35%,n < 10,,,,,,,,,,,n < 10,,,,,,,,,,
471,Duke Ellington School of the Arts,ALL,306,32,42,58,124,50,174,10.46%,13.73%,18.95%,40.52%,16.34%,56.86%,243,53,94,57,33,6,39,21.81%,38.68%,23.46%,13.58%,2.47%,16.05%,.,,,,,,,,,,,.,,,,,,,,,,
471,Duke Ellington School of the Arts,HS,306,32,42,58,124,50,174,10.46%,13.73%,18.95%,40.52%,16.34%,56.86%,243,53,94,57,33,6,39,21.81%,38.68%,23.46%,13.58%,2.47%,16.05%,.,,,,,,,,,,,.,,,,,,,,,,
478,"Phelps Architecture, Construction and Engineering High School",ALL,203,30,37,60,56,20,76,14.78%,18.23%,29.56%,27.59%,9.85%,37.44%,173,52,73,28,19,1,20,30.06%,42.20%,16.18%,10.98%,0.58%,11.56%,.,,,,,,,,,,,.,,,,,,,,,,
478,"Phelps Architecture, Construction and Engineering High School",HS,203,30,37,60,56,20,76,14.78%,18.23%,29.56%,27.59%,9.85%,37.44%,173,52,73,28,19,1,20,30.06%,42.20%,16.18%,10.98%,0.58%,11.56%,.,,,,,,,,,,,.,,,,,,,,,,
884,Luke C. Moore High School,ALL,19,10,3,6,0,0,0,52.63%,15.79%,31.58%,0.00%,0.00%,0.00%,20,12,7,1,0,0,0,60.00%,35.00%,5.00%,0.00%,0.00%,0.00%,.,,,,,,,,,,,.,,,,,,,,,,
884,Luke C. Moore High School,HS,19,10,3,6,0,0,0,52.63%,15.79%,31.58%,0.00%,0.00%,0.00%,20,12,7,1,0,0,0,60.00%,35.00%,5.00%,0.00%,0.00%,0.00%,.,,,,,,,,,,,.,,,,,,,,,,
943,School-Within-School @ Goding,03,45,1,1,10,24,9,33,2.22%,2.22%,22.22%,53.33%,20.00%,73.33%,45,1,0,6,27,11,38,2.22%,0.00%,13.33%,60.00%,24.44%,84.44%,n < 10,,,,,,,,,,,n < 10,,,,,,,,,,
943,School-Within-School @ Goding,04,43,1,1,8,14,19,33,2.33%,2.33%,18.60%,32.56%,44.19%,76.74%,43,1,5,6,21,10,31,2.33%,11.63%,13.95%,48.84%,23.26%,72.09%,.,,,,,,,,,,,.,,,,,,,,,,
943,School-Within-School @ Goding,05,18,1,1,2,12,2,14,5.56%,5.56%,11.11%,66.67%,11.11%,77.78%,18,0,3,3,9,3,12,0.00%,16.67%,16.67%,50.00%,16.67%,66.67%,.,,,,,,,,,,,.,,,,,,,,,,
943,School-Within-School @ Goding,ALL,106,3,3,20,50,30,80,2.83%,2.83%,18.87%,47.17%,28.30%,75.47%,106,2,8,15,57,24,81,1.89%,7.55%,14.15%,53.77%,22.64%,76.42%,n < 10,,,,,,,,,,,n < 10,,,,,,,,,,
1058,Bard High School Early College DC (Bard DC),ALL,126,13,24,39,45,5,50,10.32%,19.05%,30.95%,35.71%,3.97%,39.68%,104,22,51,21,10,0,10,21.15%,49.04%,20.19%,9.62%,0.00%,9.62%,.,,,,,,,,,,,.,,,,,,,,,,
1058,Bard High School Early College DC (Bard DC),HS,126,13,24,39,45,5,50,10.32%,19.05%,30.95%,35.71%,3.97%,39.68%,104,22,51,21,10,0,10,21.15%,49.04%,20.19%,9.62%,0.00%,9.62%,.,,,,,,,,,,,.,,,,,,,,,,
1071,Ida B. Wells Middle School,06,144,26,26,32,51,9,60,18.06%,18.06%,22.22%,35.42%,6.25%,41.67%,143,53,28,34,26,2,28,37.06%,19.58%,23.78%,18.18%,1.40%,19.58%,11,9,2,0,0,0,81.82%,18.18%,0.00%,0.00%,0.00%,11,8,0,2,1,3,72.73%,0.00%,18.18%,9.09%,27.27%
1071,Ida B. Wells Middle School,07,155,28,36,31,45,15,60,18.06%,23.23%,20.00%,29.03%,9.68%,38.71%,151,38,41,47,23,2,25,25.17%,27.15%,31.13%,15.23%,1.32%,16.56%,n < 10,,,,,,,,,,,n < 10,,,,,,,,,,
1071,Ida B. Wells Middle School,08,152,33,27,44,45,3,48,21.71%,17.76%,28.95%,29.61%,1.97%,31.58%,148,67,43,22,14,2,16,45.27%,29.05%,14.86%,9.46%,1.35%,10.81%,n < 10,,,,,,,,,,,n < 10,,,,,,,,,,
1071,Ida B. Wells Middle School,ALL,451,87,89,107,141,27,168,19.29%,19.73%,23.73%,31.26%,5.99%,37.25%,442,158,112,103,63,6,69,35.75%,25.34%,23.30%,14.25%,1.36%,15.61%,25,18,3,4,0,4,72.00%,12.00%,16.00%,0.00%,16.00%,25,15,2,7,1,8,60.00%,8.00%,28.00%,4.00%,32.00%
1294,MacArthur High School,ALL,269,86,44,54,70,15,85,31.97%,16.36%,20.07%,26.02%,5.58%,31.60%,230,56,91,57,25,1,26,24.35%,39.57%,24.78%,10.87%,0.43%,11.30%,.,,,,,,,,,,,.,,,,,,,,,,
1294,MacArthur High School,HS,269,86,44,54,70,15,85,31.97%,16.36%,20.07%,26.02%,5.58%,31.60%,230,56,91,57,25,1,26,24.35%,39.57%,24.78%,10.87%,0.43%,11.30%,.,,,,,,,,,,,.,,,,,,,,,,
DCPS,DC Public Schools,03,3881,1188,623,671,1175,224,1399,30.61%,16.05%,17.29%,30.28%,5.77%,36.05%,3875,833,731,769,1061,481,1542,21.50%,18.86%,19.85%,27.38%,12.41%,39.79%,46,15,7,18,6,24,32.61%,15.22%,39.13%,13.04%,52.17%,45,11,9,16,9,25,24.44%,20.00%,35.56%,20.00%,55.56%
DCPS,DC Public Schools,04,3698,759,598,664,982,695,1677,20.52%,16.17%,17.96%,26.55%,18.79%,45.35%,3686,719,808,807,997,355,1352,19.51%,21.92%,21.89%,27.05%,9.63%,36.68%,52,19,9,18,6,24,36.54%,17.31%,34.62%,11.54%,46.15%,52,11,10,22,9,31,21.15%,19.23%,42.31%,17.31%,59.62%
DCPS,DC Public Schools,05,3367,791,578,660,1032,306,1338,23.49%,17.17%,19.60%,30.65%,9.09%,39.74%,3361,668,866,678,806,343,1149,19.88%,25.77%,20.17%,23.98%,10.21%,34.19%,60,22,13,14,11,25,36.67%,21.67%,23.33%,18.33%,41.67%,59,13,17,19,10,29,22.03%,28.81%,32.20%,16.95%,49.15%
DCPS,DC Public Schools,06,2628,465,468,538,727,430,1157,17.69%,17.81%,20.47%,27.66%,16.36%,44.03%,2584,698,545,507,593,241,834,27.01%,21.09%,19.62%,22.95%,9.33%,32.28%,57,22,16,18,1,19,38.60%,28.07%,31.58%,1.75%,33.33%,57,18,11,26,2,28,31.58%,19.30%,45.61%,3.51%,49.12%
DCPS,DC Public Schools,07,2603,482,453,477,615,576,1191,18.52%,17.40%,18.33%,23.63%,22.13%,45.75%,2565,457,716,645,546,201,747,17.82%,27.91%,25.15%,21.29%,7.84%,29.12%,47,21,9,15,2,17,44.68%,19.15%,31.91%,4.26%,36.17%,47,22,10,11,4,15,46.81%,21.28%,23.40%,8.51%,31.91%
DCPS,DC Public Schools,08,2528,469,440,507,735,377,1112,18.55%,17.41%,20.06%,29.07%,14.91%,43.99%,2489,806,648,382,537,116,653,32.38%,26.03%,15.35%,21.57%,4.66%,26.24%,38,18,7,13,0,13,47.37%,18.42%,34.21%,0.00%,34.21%,38,13,5,15,5,20,34.21%,13.16%,39.47%,13.16%,52.63%
DCPS,DC Public Schools,ALL,24180,5422,3990,4477,6800,3491,10291,22.42%,16.50%,18.52%,28.12%,14.44%,42.56%,23195,5431,5965,4712,5267,1820,7087,23.41%,25.72%,20.31%,22.71%,7.85%,30.55%,330,127,65,110,28,138,38.48%,19.70%,33.33%,8.48%,41.82%,327,93,67,124,43,167,28.44%,20.49%,37.92%,13.15%,51.07%
DCPS,DC Public Schools,HS,5475,1268,830,960,1534,883,2417,23.16%,15.16%,17.53%,28.02%,16.13%,44.15%,4635,1250,1651,924,727,83,810,26.97%,35.62%,19.94%,15.69%,1.79%,17.48%,30,10,4,14,2,16,33.33%,13.33%,46.67%,6.67%,53.33%,29,5,5,15,4,19,17.24%,17.24%,51.72%,13.79%,65.52%
